python_score,java_score,cpp_score,javascript_score,ml_skills,web_dev_score,dsa_score,cloud_score,data_analytics_score,database_score,aptitude_score,communication_score,coding_problems_solved,internships,projects,certifications,hackathons,cgpa,role,company_tier,salary_lpa
52.9,4.2,29.6,6.9,79.7,1.8,67.8,29.4,78.2,67.9,40.9,3.0,275,0,8,6,2,6.67,Data Scientist,Service-Based,4.45
76.7,80.6,71.5,22.4,28.2,50.6,57.4,61.1,43.5,90.7,48.7,4.0,354,2,6,5,2,7.37,Backend Developer,Product-Based,16.58
55.8,28.8,31.6,52.5,69.5,51.3,56.8,46.8,74.3,60.7,63.2,3.5,428,2,7,3,1,7.95,Data Scientist,Product-Based,17.84
68.5,19.9,42.5,25.5,80.6,39.3,62.6,50.7,39.2,21.3,53.9,1.5,284,4,11,2,2,8.24,ML Engineer,Service-Based,5.21
85.2,48.1,39.2,71.3,0.0,100.0,20.2,39.9,21.5,94.7,67.6,2.0,314,1,7,1,2,8.2,Full-Stack Developer,Product-Based,17.13
70.8,73.0,37.1,46.7,0.0,48.2,90.7,8.5,14.5,65.9,66.0,2.5,55,1,10,3,2,7.8,Software Developer,Startup,4.17
64.5,0.0,20.2,14.9,14.4,5.7,20.5,38.5,70.9,55.8,40.3,1.5,0,1,3,2,2,6.38,Data Analyst,Startup,2.93
52.3,34.1,11.2,8.9,23.4,15.1,40.7,74.1,28.3,78.5,50.0,2.0,203,1,3,2,2,6.47,DevOps Engineer,Startup,3.45
86.8,34.8,58.8,29.4,5.8,23.8,86.0,55.3,39.2,98.4,58.6,2.5,230,1,5,3,3,8.25,Backend Developer,Service-Based,4.66
57.8,74.8,54.2,53.3,7.9,66.1,43.8,43.8,46.3,68.7,54.1,2.5,198,1,5,5,3,7.17,Software Developer,Product-Based,14.13
15.9,6.6,36.3,100.0,0.0,100.0,31.2,39.6,45.4,32.4,42.7,3.0,325,1,3,1,0,6.98,Frontend Developer,Product-Based,14.06
54.9,36.1,23.3,16.9,20.8,54.8,37.5,100.0,0.0,57.8,33.0,1.5,338,2,5,0,1,7.54,DevOps Engineer,Startup,4.48
65.4,53.2,19.6,27.8,27.6,80.4,77.2,52.2,10.3,84.2,68.6,3.0,278,2,7,4,3,7.53,Full-Stack Developer,Product-Based,17.6
95.0,53.0,84.1,44.2,43.9,19.7,75.5,21.7,0.0,63.9,67.2,2.5,246,1,7,4,2,9.08,Software Developer,Service-Based,4.87
11.4,22.4,28.5,63.6,13.3,100.0,48.5,17.0,47.3,46.9,23.6,3.0,241,2,3,0,3,8.13,Frontend Developer,Startup,4.24
79.7,82.7,45.0,22.0,24.3,25.0,99.3,65.3,14.5,64.0,55.8,3.0,365,1,10,3,3,7.45,Backend Developer,Service-Based,5.13
100.0,97.5,29.3,51.2,41.2,13.1,61.4,57.2,2.1,81.8,71.5,4.0,563,0,7,1,2,7.57,Backend Developer,Product-Based,19.37
99.6,56.1,24.6,41.5,0.0,58.5,27.8,35.5,0.0,54.2,65.5,3.0,209,1,6,0,2,5.42,Software Developer,Startup,3.96
52.1,59.0,83.4,50.5,22.1,32.9,86.2,31.2,15.6,31.5,51.1,2.5,513,0,2,2,1,7.76,Software Developer,Top-Tier,39.24
83.8,54.4,45.5,4.5,0.0,0.0,20.4,100.0,34.3,51.0,45.2,2.0,319,0,5,4,1,7.78,DevOps Engineer,Service-Based,5.56
89.7,40.6,59.2,40.3,22.2,57.8,69.0,16.8,16.0,85.7,58.7,3.5,386,1,4,4,3,7.12,Software Developer,Service-Based,4.78
32.3,17.4,7.0,27.0,33.5,0.0,23.0,14.5,100.0,57.4,58.2,1.0,204,1,4,3,1,6.15,Data Analyst,Startup,4.5
38.6,18.1,48.3,43.9,26.7,39.6,32.1,78.8,7.4,35.4,57.7,2.0,234,0,1,1,3,6.42,DevOps Engineer,Startup,5.31
55.6,0.0,6.8,6.3,29.1,12.5,47.2,23.7,95.5,50.3,28.9,3.5,339,1,4,3,3,6.91,Data Analyst,Service-Based,4.18
56.2,0.0,34.6,38.7,39.1,31.6,32.6,100.0,0.0,45.7,34.9,2.5,293,1,5,2,3,5.92,DevOps Engineer,Startup,4.28
52.2,69.3,24.6,75.6,32.8,72.2,22.2,42.1,11.3,47.6,48.4,3.0,300,3,4,3,1,6.95,Full-Stack Developer,Product-Based,13.87
63.2,50.1,31.4,84.8,17.1,61.9,34.3,82.5,41.1,55.4,53.3,3.5,351,2,7,0,2,6.72,Software Developer,Product-Based,17.35
32.0,13.7,23.9,33.6,0.0,69.7,35.4,20.3,34.4,1.5,34.4,2.5,166,1,0,0,2,6.7,Frontend Developer,Startup,4.18
89.4,7.6,47.7,54.8,100.0,4.0,47.9,29.6,49.7,10.6,48.7,3.5,412,2,4,1,1,6.3,ML Engineer,Service-Based,4.85
68.0,100.0,63.9,49.0,39.4,48.8,68.8,15.4,29.2,78.6,50.4,4.0,245,3,5,4,2,8.01,Software Developer,Service-Based,5.14
100.0,79.9,66.9,28.8,0.0,18.0,58.3,19.1,6.9,64.4,34.0,1.5,278,2,2,4,4,7.69,Backend Developer,Startup,4.04
92.2,80.9,64.2,42.3,0.0,41.2,86.7,7.5,6.0,62.3,41.7,2.5,140,1,7,1,0,7.26,Software Developer,Startup,4.7
44.5,53.9,82.6,50.6,21.8,46.9,90.1,16.2,17.9,57.0,32.7,2.5,396,2,4,2,0,8.34,Software Developer,Service-Based,5.26
67.3,19.2,43.6,33.6,23.5,13.4,5.1,99.1,0.0,49.3,53.2,2.5,373,0,4,2,0,6.45,DevOps Engineer,Service-Based,4.25
39.2,39.8,10.2,78.1,4.1,90.7,61.7,55.5,12.6,70.1,64.0,3.0,431,3,0,3,1,7.51,Full-Stack Developer,Product-Based,15.19
50.3,77.4,67.9,56.6,0.0,76.8,65.3,41.0,27.8,78.2,50.7,3.5,266,1,2,3,3,8.32,Backend Developer,Product-Based,17.49
48.8,87.0,29.9,72.0,25.8,42.0,78.7,44.2,48.9,83.8,64.7,2.5,313,3,5,3,5,7.98,Software Developer,Product-Based,15.43
63.6,66.0,34.7,44.9,8.7,45.1,74.7,25.5,42.6,82.0,43.1,2.5,218,2,4,0,0,7.88,Full-Stack Developer,Service-Based,4.29
71.6,0.0,35.6,0.0,81.2,31.2,60.7,3.6,88.6,49.3,32.7,3.0,189,1,3,2,1,7.04,Data Scientist,Startup,4.76
42.1,86.9,71.4,78.3,30.2,60.9,49.6,34.2,40.3,82.5,63.2,3.5,483,3,8,5,3,7.8,Backend Developer,Product-Based,19.75
63.6,18.5,16.4,16.7,49.4,0.3,20.4,8.2,100.0,69.8,37.2,2.0,380,0,6,3,0,8.18,Data Analyst,Service-Based,4.68
30.9,53.5,32.7,20.7,0.0,47.4,56.1,61.8,37.4,79.8,55.7,2.5,322,1,2,2,1,7.12,Backend Developer,Service-Based,4.72
44.4,79.7,79.2,27.3,55.5,52.5,83.6,61.4,42.5,58.0,77.2,3.5,503,1,8,3,3,8.24,Software Developer,Top-Tier,46.43
51.3,100.0,17.2,34.2,21.7,50.5,58.2,54.0,32.4,70.8,70.8,3.5,223,1,5,1,2,7.35,Backend Developer,Service-Based,5.01
89.3,0.0,10.6,32.8,27.6,0.0,34.0,21.4,90.1,85.5,40.5,3.0,134,1,3,1,3,7.1,Data Analyst,Startup,3.65
33.8,72.8,19.8,45.0,18.8,7.3,34.9,100.0,21.6,76.5,61.0,3.5,136,1,5,3,0,7.45,DevOps Engineer,Service-Based,4.44
100.0,19.3,46.7,24.1,100.0,0.0,29.1,73.0,71.8,42.9,45.1,3.5,268,1,8,2,3,6.98,Data Scientist,Service-Based,5.64
59.7,53.1,21.8,100.0,0.0,98.9,56.4,67.7,8.0,51.8,69.7,3.5,210,2,8,2,0,8.22,Full-Stack Developer,Product-Based,13.67
69.9,78.2,99.8,34.3,46.5,33.0,55.8,100.0,22.1,50.3,66.5,3.5,351,4,8,2,3,7.62,Backend Developer,Product-Based,17.1
100.0,29.9,34.8,11.5,100.0,12.2,43.4,80.0,49.6,45.6,63.5,2.0,213,2,3,4,3,8.41,ML Engineer,Service-Based,4.73
43.9,55.8,71.2,70.3,7.9,31.6,53.3,6.1,2.1,37.5,40.6,2.5,189,1,5,0,3,8.13,Software Developer,Startup,3.79
90.4,22.7,55.3,11.3,100.0,9.3,39.0,50.7,92.4,61.4,58.9,3.0,509,2,6,5,3,7.94,Data Scientist,Product-Based,17.36
45.8,55.0,30.6,100.0,13.4,100.0,57.3,27.7,22.4,62.9,43.3,3.5,365,2,4,4,1,5.67,Full-Stack Developer,Product-Based,16.16
62.5,0.4,0.0,26.8,59.9,10.4,25.8,12.7,80.4,75.3,23.9,3.0,264,0,6,3,2,6.41,Data Analyst,Startup,4.22
68.9,39.9,22.7,84.8,39.5,85.5,50.4,58.3,20.9,76.4,72.2,3.0,148,3,6,3,4,7.92,Full-Stack Developer,Product-Based,11.76
98.2,23.3,7.4,16.9,85.2,7.8,52.9,54.8,62.3,22.2,54.6,1.5,271,2,5,0,1,7.28,ML Engineer,Service-Based,3.77
71.9,3.3,14.0,18.9,27.8,35.8,5.0,25.4,83.6,77.5,38.6,3.0,305,1,1,3,1,5.96,Data Analyst,Startup,4.48
75.6,0.0,25.6,36.2,5.6,16.7,21.6,6.3,100.0,58.2,31.4,2.5,213,2,5,0,1,6.68,Data Analyst,Startup,4.18
100.0,50.8,32.0,91.1,3.5,86.0,37.8,52.5,15.0,69.8,45.9,2.5,211,0,5,2,2,7.98,Full-Stack Developer,Product-Based,17.14
62.6,39.2,34.1,1.7,65.9,22.8,42.7,67.4,82.9,69.7,43.8,3.0,264,1,9,3,3,7.15,ML Engineer,Service-Based,4.14
59.9,43.2,25.4,62.6,36.8,73.1,42.2,51.8,0.0,38.9,53.6,2.5,293,1,4,1,2,8.4,Full-Stack Developer,Product-Based,11.67
32.1,43.8,49.1,23.2,39.3,48.3,64.9,95.5,35.6,80.5,61.5,2.5,317,1,5,5,0,8.9,DevOps Engineer,Service-Based,5.37
73.4,20.0,26.7,23.4,92.0,10.0,44.8,29.3,59.9,78.1,77.7,3.5,315,2,4,3,1,8.65,Data Scientist,Service-Based,5.09
65.9,0.0,11.5,44.1,39.1,24.1,24.3,1.5,87.8,75.6,35.8,2.5,307,1,8,4,1,6.49,Data Analyst,Startup,3.14
77.9,34.6,40.8,65.5,51.8,45.2,43.3,37.7,27.6,80.1,77.7,3.5,271,4,7,2,2,7.18,Backend Developer,Product-Based,11.99
77.8,100.0,69.5,34.7,12.4,36.8,32.7,29.1,38.2,37.1,64.7,3.0,244,3,7,3,2,7.68,Software Developer,Service-Based,4.46
55.8,48.9,42.0,28.9,6.5,28.4,6.3,86.2,0.0,24.8,17.6,3.0,70,1,6,2,1,7.15,DevOps Engineer,Startup,3.96
100.0,22.6,74.2,26.9,99.0,0.0,51.9,35.4,79.9,64.3,35.0,3.0,347,2,7,4,2,7.17,ML Engineer,Service-Based,4.46
76.9,48.0,7.1,72.1,0.0,62.5,52.6,49.1,25.5,65.1,43.0,3.0,99,1,7,5,3,8.67,Full-Stack Developer,Startup,4.33
67.1,37.4,46.5,0.8,100.0,56.8,54.7,59.1,66.5,32.2,35.1,2.5,441,1,5,4,1,7.33,ML Engineer,Service-Based,5.0
67.7,61.4,38.7,49.1,15.6,39.5,36.4,71.6,29.4,37.1,78.3,2.5,285,0,0,4,4,7.02,DevOps Engineer,Service-Based,4.02
25.4,23.7,27.4,72.7,5.1,89.7,42.7,31.8,27.8,50.2,50.4,3.0,195,1,6,1,1,6.9,Frontend Developer,Startup,4.55
57.4,89.0,58.4,71.6,34.4,23.8,63.2,52.8,3.0,67.6,56.4,2.0,232,1,6,0,1,9.65,Software Developer,Product-Based,16.46
79.3,87.5,45.9,47.3,6.2,24.7,70.6,12.1,17.5,42.1,55.6,4.0,35,1,5,3,1,7.33,Software Developer,Service-Based,4.34
87.9,78.2,54.6,33.8,0.6,0.0,55.9,80.9,9.0,47.6,55.6,3.0,216,2,5,4,5,6.34,Backend Developer,Service-Based,4.94
61.5,26.1,31.9,0.6,81.8,17.2,56.5,49.1,90.2,45.9,45.3,2.0,331,1,3,7,1,7.29,Data Scientist,Service-Based,4.77
89.6,58.0,16.8,50.0,92.2,0.0,89.8,47.0,97.2,50.2,53.6,3.5,370,2,10,3,3,8.8,Data Scientist,Fintech,23.73
69.7,47.6,12.6,20.3,6.6,0.0,20.3,69.6,17.6,41.7,18.0,3.5,143,1,5,3,0,7.66,DevOps Engineer,Service-Based,3.66
36.5,42.4,21.5,56.0,48.1,96.8,49.3,23.2,40.0,15.3,55.9,1.5,169,1,8,4,3,8.23,Frontend Developer,Startup,3.93
98.3,83.2,23.1,28.5,38.8,37.0,61.4,68.7,37.5,80.0,57.6,3.0,414,2,9,3,1,7.5,Backend Developer,Product-Based,15.61
100.0,0.0,25.3,8.2,81.8,34.7,32.3,31.9,96.8,56.7,54.2,2.5,391,0,3,0,2,8.48,Data Scientist,Service-Based,4.82
71.1,26.0,35.8,5.6,83.8,28.9,36.0,57.7,34.4,34.9,43.3,3.5,20,0,5,3,2,7.5,ML Engineer,Service-Based,4.48
65.1,0.0,23.7,0.0,73.7,4.7,37.6,40.8,80.8,49.1,14.7,1.5,324,0,2,4,1,7.13,Data Scientist,Startup,4.9
72.8,83.3,100.0,9.5,31.0,35.0,54.4,23.8,8.6,90.3,65.9,3.0,194,0,0,2,2,7.88,Software Developer,Service-Based,4.74
84.7,43.4,63.2,45.5,8.7,48.5,66.1,20.4,9.6,31.7,51.6,2.0,312,1,3,4,1,6.48,Software Developer,Service-Based,4.35
16.2,40.8,2.2,96.6,3.1,54.4,29.7,8.8,20.6,13.6,46.9,2.0,231,1,3,0,0,6.32,Frontend Developer,Startup,3.44
41.3,84.3,62.5,56.5,0.0,35.5,52.4,17.8,17.5,39.7,49.3,3.0,251,3,7,2,1,8.29,Software Developer,Service-Based,4.89
73.7,30.0,26.3,16.3,89.3,26.9,74.6,36.5,29.6,44.6,53.8,3.0,271,3,6,2,1,7.42,ML Engineer,Service-Based,5.26
71.2,16.6,51.3,98.7,15.7,95.8,59.5,42.9,0.0,82.4,75.0,2.5,264,1,6,5,0,9.03,Full-Stack Developer,Product-Based,15.55
83.0,0.1,21.3,35.2,66.1,0.0,45.9,37.4,87.4,68.1,57.7,3.0,150,2,7,1,0,7.0,Data Scientist,Startup,3.99
18.8,40.5,15.3,60.0,3.1,99.8,36.0,18.4,26.0,64.1,49.9,3.5,211,1,5,3,0,7.69,Frontend Developer,Service-Based,3.71
100.0,31.4,38.4,0.0,100.0,23.4,46.1,73.9,47.5,52.3,54.1,3.5,160,2,8,3,3,7.1,ML Engineer,Service-Based,4.57
87.2,20.5,66.3,24.1,77.0,16.1,42.3,41.7,63.1,54.8,48.6,2.5,246,1,3,3,0,8.33,Data Scientist,Service-Based,5.45
81.0,7.0,3.4,0.0,61.4,42.7,20.0,15.4,76.4,76.9,58.1,1.5,215,1,5,2,1,7.1,Data Analyst,Startup,4.66
57.0,33.8,16.4,0.1,43.3,7.5,45.4,22.7,91.7,51.1,40.5,3.0,194,0,1,2,2,8.57,Data Analyst,Startup,3.96
95.9,68.2,60.9,67.1,5.4,51.6,51.7,50.6,27.7,65.4,49.6,3.5,288,1,7,4,2,5.99,Software Developer,Product-Based,18.11
98.8,85.1,81.9,23.0,34.3,58.2,29.7,49.7,23.1,45.8,54.4,3.5,330,2,6,2,3,6.8,Backend Developer,Service-Based,4.95
72.5,67.9,0.0,100.0,60.0,85.8,38.5,95.8,0.0,65.4,64.9,4.0,312,1,6,2,2,7.77,Full-Stack Developer,Product-Based,14.82
66.2,100.0,40.4,31.4,0.0,40.5,81.2,91.0,30.1,77.5,53.7,3.0,322,2,6,2,2,6.62,Backend Developer,Service-Based,5.16
77.5,60.4,16.1,100.0,16.6,66.3,65.4,52.2,27.1,57.3,63.9,3.0,149,1,10,2,1,7.64,Full-Stack Developer,Product-Based,12.93
35.4,35.1,31.8,86.0,14.0,78.1,43.2,57.9,23.8,59.0,67.3,4.0,293,4,6,3,2,7.95,Full-Stack Developer,Product-Based,17.28
64.7,52.4,54.2,27.8,45.0,20.6,61.5,16.2,35.3,54.0,42.6,3.0,311,0,1,3,1,7.9,Software Developer,Service-Based,4.58
2.0,76.0,8.0,88.3,0.0,78.9,25.9,40.8,0.0,41.6,16.3,2.5,114,1,4,4,0,9.11,Frontend Developer,Startup,2.5
0.7,0.0,20.4,87.5,4.9,88.1,95.8,25.4,29.2,23.3,47.3,2.5,394,2,5,0,1,9.1,Frontend Developer,Product-Based,14.69
35.3,37.1,0.9,89.7,0.0,94.7,41.0,15.2,48.0,4.3,41.3,2.0,334,0,3,5,0,5.93,Frontend Developer,Startup,4.43
45.1,84.8,58.3,42.4,0.0,71.0,42.9,24.4,31.5,38.5,31.6,1.5,230,4,2,1,1,7.66,Software Developer,Startup,3.96
13.7,53.3,0.0,40.7,0.0,85.3,59.5,7.3,0.0,52.3,21.6,2.0,204,0,1,2,0,5.97,Frontend Developer,Startup,4.27
30.9,26.9,0.3,30.8,0.0,40.1,42.1,0.0,63.4,100.0,31.2,2.0,97,1,6,0,0,7.34,Data Analyst,Startup,4.09
100.0,25.4,0.0,25.6,100.0,14.4,19.2,37.9,61.7,25.2,16.1,2.5,399,1,6,2,2,6.2,ML Engineer,Service-Based,4.05
96.6,15.2,67.5,22.9,100.0,16.5,23.5,34.5,77.1,48.0,69.3,3.0,192,2,0,5,3,8.64,ML Engineer,Service-Based,4.09
100.0,47.7,38.7,16.4,84.7,7.7,77.3,50.0,82.5,57.2,47.4,2.0,257,2,5,4,2,8.24,ML Engineer,Service-Based,4.82
52.0,92.0,15.4,100.0,15.6,60.2,74.6,47.3,35.3,87.0,66.2,3.0,377,2,1,4,2,9.29,Full-Stack Developer,Fintech,25.92
73.2,61.8,31.7,11.3,0.0,56.7,38.0,100.0,34.0,68.6,64.1,2.0,170,1,7,1,3,6.61,DevOps Engineer,Startup,5.03
13.0,15.1,11.1,100.0,4.2,61.5,60.5,14.9,18.9,43.0,43.2,3.0,133,3,4,2,2,7.23,Frontend Developer,Startup,4.09
30.6,72.4,28.0,74.8,5.0,87.8,49.2,37.5,7.4,30.7,39.4,2.5,454,1,2,1,2,7.84,Full-Stack Developer,Product-Based,16.91
77.2,41.9,54.6,18.6,42.0,7.5,30.0,47.6,65.8,54.5,66.1,3.5,338,2,9,3,3,9.35,Data Analyst,Service-Based,5.16
100.0,30.9,0.0,24.3,53.7,29.9,9.7,0.3,83.9,79.6,55.1,2.5,396,0,8,3,3,7.06,Data Analyst,Service-Based,4.64
92.9,75.8,77.0,52.4,18.3,39.0,59.4,7.1,29.8,59.3,64.9,3.0,214,2,7,1,2,7.99,Software Developer,Service-Based,4.44
66.2,20.2,33.2,16.8,24.2,11.9,28.8,56.3,3.9,61.4,28.6,3.0,210,0,5,0,1,6.38,DevOps Engineer,Startup,4.35
52.9,42.7,16.3,33.8,42.5,11.0,56.1,100.0,10.3,28.8,49.1,2.0,296,0,2,4,1,7.32,DevOps Engineer,Startup,4.94
21.5,52.4,53.9,100.0,8.5,59.2,73.2,60.6,11.2,53.9,45.9,3.0,249,1,7,1,2,6.57,Full-Stack Developer,Product-Based,14.95
57.6,55.7,7.5,2.4,43.4,14.0,55.4,87.2,22.1,62.9,36.1,2.5,101,1,4,2,0,8.47,DevOps Engineer,Startup,4.46
73.5,94.0,36.9,43.2,38.7,37.4,80.2,62.0,6.3,74.7,71.0,3.5,137,0,2,2,2,6.95,Backend Developer,Service-Based,5.1
45.1,20.3,71.3,63.6,0.0,53.5,27.8,92.3,23.9,43.1,61.5,3.0,119,1,1,2,0,7.32,DevOps Engineer,Startup,5.06
68.4,69.2,0.0,78.8,18.5,100.0,37.0,29.2,11.8,88.1,67.6,3.0,94,2,3,5,1,7.18,Full-Stack Developer,Product-Based,15.07
54.1,79.0,64.7,61.6,0.0,63.1,54.7,28.6,72.5,65.4,54.3,2.0,233,1,5,5,3,7.86,Software Developer,Product-Based,15.7
57.7,28.5,66.6,36.4,10.0,29.8,21.1,83.0,68.1,41.2,48.9,2.5,276,1,7,4,3,6.87,DevOps Engineer,Service-Based,4.75
11.3,37.6,41.1,79.3,5.7,100.0,49.1,37.9,0.0,47.2,35.7,2.0,176,1,1,4,3,6.0,Frontend Developer,Startup,4.49
75.5,0.6,52.3,10.8,52.4,0.0,27.3,47.8,75.3,100.0,49.7,3.5,323,0,4,4,1,7.61,Data Analyst,Service-Based,4.11
100.0,0.6,22.0,14.8,82.9,11.5,62.4,32.0,87.5,54.2,41.0,3.0,259,1,5,2,3,6.81,Data Scientist,Service-Based,4.25
97.6,69.8,29.8,73.8,4.2,49.6,18.8,79.2,48.3,54.6,68.2,3.5,191,0,9,0,2,7.63,Full-Stack Developer,Product-Based,14.74
85.1,92.9,51.9,69.8,26.4,46.2,81.3,36.3,62.0,34.1,56.6,3.5,491,2,3,5,3,6.8,Software Developer,Fintech,25.12
37.5,71.1,47.5,13.4,3.0,15.6,2.0,94.7,9.2,60.3,26.4,3.0,164,1,4,4,0,7.0,DevOps Engineer,Startup,3.52
22.5,46.0,36.6,17.8,0.0,51.6,43.8,85.9,4.5,40.2,57.0,2.5,243,0,8,4,1,6.65,DevOps Engineer,Startup,2.75
61.2,72.3,38.7,77.9,24.3,31.0,58.9,80.5,42.2,49.9,46.6,2.5,249,2,8,4,2,6.8,Backend Developer,Product-Based,13.3
2.9,6.9,0.0,100.0,0.0,92.2,33.1,7.1,17.0,45.8,23.0,2.5,109,1,2,2,1,6.98,Frontend Developer,Startup,2.5
64.6,16.4,56.0,26.9,84.9,28.6,17.9,63.6,69.3,27.1,33.8,3.0,292,1,6,5,2,7.95,ML Engineer,Service-Based,5.08
83.0,91.3,53.8,43.6,42.1,23.2,72.9,10.3,44.2,55.4,72.0,3.5,417,3,8,2,2,7.96,Software Developer,Fintech,22.25
86.2,65.6,11.6,0.0,100.0,0.0,51.4,71.0,74.0,45.2,50.1,3.0,254,2,8,3,2,8.13,ML Engineer,Service-Based,4.95
12.9,37.5,5.7,66.6,15.0,41.9,8.5,26.8,21.5,28.4,14.9,1.5,228,1,6,2,0,6.51,Frontend Developer,Startup,2.65
62.5,72.2,84.9,45.7,41.9,53.6,90.5,28.9,37.5,58.9,26.0,2.5,415,1,7,4,2,8.63,Software Developer,Service-Based,5.32
100.0,61.5,57.9,70.8,9.0,26.9,69.6,2.7,19.8,64.4,50.2,2.0,347,3,5,1,2,7.54,Software Developer,Product-Based,13.34
79.3,100.0,29.5,38.0,22.2,13.9,69.4,6.8,33.9,57.1,45.1,3.0,282,2,1,3,1,8.19,Backend Developer,Service-Based,4.9
37.9,59.5,28.8,25.0,59.6,57.6,4.1,15.9,47.2,73.5,51.2,2.5,20,1,8,1,2,6.26,Data Analyst,Startup,3.96
17.3,18.7,10.0,78.9,0.0,92.4,34.3,1.3,20.6,32.9,18.6,2.0,88,0,3,2,3,7.35,Frontend Developer,Startup,3.93
55.2,100.0,32.2,77.7,18.0,50.4,80.0,23.7,40.6,11.3,45.4,2.5,234,2,7,3,1,7.98,Software Developer,Product-Based,14.87
67.6,68.5,57.8,55.6,15.2,48.1,36.7,36.5,33.6,51.2,51.2,2.0,265,1,1,1,1,8.18,Software Developer,Service-Based,4.64
79.4,55.6,67.9,65.3,0.0,25.2,81.4,52.4,0.0,49.8,49.9,2.0,277,3,5,4,4,8.67,Backend Developer,Product-Based,15.41
70.1,27.8,43.6,38.0,94.0,32.7,73.6,60.7,45.8,74.9,77.5,3.5,139,2,4,1,0,7.72,ML Engineer,Service-Based,4.88
96.1,44.2,59.6,26.0,100.0,0.0,24.2,42.9,36.8,18.1,38.3,2.0,291,1,5,4,1,7.35,ML Engineer,Service-Based,4.61
79.3,53.5,31.4,100.0,31.3,93.0,50.0,44.8,24.3,72.3,82.7,5.0,141,1,11,4,3,8.02,Full-Stack Developer,Product-Based,14.68
40.3,69.8,45.7,85.8,29.8,82.0,71.6,45.2,21.0,60.2,67.9,3.0,246,1,8,3,2,8.63,Full-Stack Developer,Product-Based,15.22
100.0,8.7,51.0,26.7,55.5,0.1,54.7,9.3,47.7,23.3,47.0,2.0,149,0,3,0,3,8.4,Data Scientist,Startup,2.73
0.0,0.0,15.0,75.2,45.9,100.0,24.4,40.0,33.5,24.2,24.3,2.5,166,1,2,0,1,7.4,Frontend Developer,Startup,3.19
39.0,89.4,48.5,42.8,9.6,16.6,37.5,70.1,25.2,69.5,55.7,3.0,491,2,5,2,3,6.99,Backend Developer,Service-Based,4.68
60.4,85.5,32.7,74.7,3.9,100.0,35.1,78.2,54.8,69.6,63.4,4.0,309,1,3,4,3,7.26,Full-Stack Developer,Product-Based,16.51
55.0,65.0,34.5,60.2,0.0,24.1,59.1,58.8,55.5,100.0,36.9,2.0,240,1,6,3,1,7.39,Backend Developer,Product-Based,13.14
52.0,49.7,54.3,23.5,37.0,46.0,72.6,26.6,18.4,65.2,36.1,2.5,152,0,8,1,3,8.27,Software Developer,Startup,3.53
76.1,0.0,37.6,24.2,100.0,20.5,46.1,80.9,46.4,40.1,39.5,3.0,316,1,1,2,3,7.47,ML Engineer,Service-Based,4.56
52.3,72.4,53.4,97.3,0.0,100.0,16.9,61.2,13.4,77.6,43.0,4.0,215,1,2,3,4,9.84,Full-Stack Developer,Product-Based,16.23
56.7,29.3,22.3,40.6,19.1,27.2,21.4,100.0,16.4,54.5,42.6,3.5,185,1,3,2,4,7.47,DevOps Engineer,Service-Based,4.38
100.0,0.0,21.3,43.6,85.0,2.9,32.4,40.0,39.8,82.6,50.0,3.0,382,2,8,2,1,8.07,ML Engineer,Service-Based,4.63
50.0,39.9,22.5,14.9,1.5,27.5,32.1,99.5,25.9,56.4,50.4,3.5,399,2,9,3,2,8.75,DevOps Engineer,Service-Based,3.67
100.0,0.0,20.0,20.6,100.0,17.2,55.6,19.7,64.2,60.8,34.9,2.5,191,3,8,0,1,5.98,Data Scientist,Startup,3.79
51.4,47.8,36.4,38.2,0.0,35.0,0.6,100.0,45.1,30.4,48.6,3.0,284,0,7,2,1,7.94,DevOps Engineer,Service-Based,5.16
47.2,22.1,19.3,8.1,33.1,11.3,58.9,0.0,100.0,53.1,25.3,3.0,359,2,9,3,1,7.34,Data Analyst,Startup,5.1
19.3,5.1,0.0,81.1,0.0,91.0,71.8,33.6,56.0,17.3,28.4,2.0,495,0,6,1,1,6.32,Frontend Developer,Product-Based,16.23
20.2,37.3,0.0,36.4,0.0,27.9,58.7,72.9,44.1,47.2,62.1,2.0,250,1,2,1,1,8.01,DevOps Engineer,Startup,3.19
79.1,41.3,19.9,31.0,28.0,0.0,22.1,77.5,32.4,64.5,46.8,1.0,164,1,4,1,3,5.69,DevOps Engineer,Startup,3.95
72.4,33.3,0.0,36.9,33.1,0.0,51.0,6.0,74.6,62.7,46.6,2.5,104,0,4,5,1,7.94,Data Analyst,Startup,3.91
91.4,41.0,38.5,64.1,2.4,47.5,46.3,47.0,14.8,86.5,55.6,3.0,536,0,4,6,1,9.14,Backend Developer,Product-Based,16.77
63.1,38.1,62.0,3.4,17.5,26.2,49.6,74.8,0.0,57.8,48.7,3.5,312,3,3,0,1,7.29,DevOps Engineer,Service-Based,4.79
28.1,0.4,0.0,0.0,76.5,52.1,9.8,19.8,66.9,69.7,58.8,3.0,198,2,5,2,1,7.19,Data Analyst,Startup,4.25
48.2,52.1,67.4,42.0,4.6,33.4,77.6,23.7,22.9,60.3,25.9,2.0,195,2,7,3,4,7.41,Software Developer,Startup,4.47
98.6,34.3,45.0,5.4,100.0,26.8,70.0,53.0,59.2,43.8,63.4,2.0,590,2,5,3,3,7.76,ML Engineer,Fintech,26.2
